Customer ID,Age,Gender,Location,Product Purchased,Purchase Amount,Date of Purchase,Customer Rating,Customer Segment,Num Purchases Last Year,Total Spend Last Year,Preferred Payment Method,Acquisition Channel,Last Interaction Date,Last Interaction Type
12869,36,Male,City_A,Product_5,752.77,2023-05-20,5,Gold,10,1294.81,Credit Card,Referral,2023-05-28,Inquiry
12870,46,Male,City_D,Product_3,856.22,2023-03-22,1,Gold,4,226.12,Cash,In-Store,2023-04-02,Complaint
12871,19,Male,City_D,Product_5,138.45,2023-06-22,2,Bronze,6,2407.09,Cash,Referral,2023-05-11,Complaint
12872,53,Male,City_B,Product_2,193.99,2022-11-14,5,Gold,16,7597.63,Credit Card,Referral,2023-04-22,Inquiry
12873,36,Male,City_E,Product_5,500.82,2023-01-27,4,Gold,3,522.3,Credit Card,Online Ad,2023-03-07,Feedback
12874,24,Male,City_A,Product_4,610.71,2023-06-05,1,Gold,2,899.47,Online Transfer,Referral,2022-11-19,Inquiry
12875,43,Female,City_C,Product_1,129.1,2023-04-22,1,Bronze,14,3569.31,Cash,In-Store,2023-08-06,Feedback
12876,32,Female,City_B,Product_2,406.26,2023-01-15,5,Silver,1,406.17,Credit Card,In-Store,2023-07-23,Complaint
12877,64,Female,City_E,Product_4,902.72,2022-09-26,3,Gold,7,1300.06,Credit Card,In-Store,2023-03-21,Complaint
12878,55,Male,City_A,Product_2,882.28,2023-07-11,4,Bronze,3,1404.43,Online Transfer,Online Ad,2023-06-29,Feedback
12879,20,Female,City_B,Product_4,345.66,2023-04-18,1,Silver,3,247.36,Online Transfer,Online Ad,2022-12-19,Feedback
12880,55,Female,City_A,Product_3,266.06,2023-01-20,4,Bronze,5,2225.51,Cash,In-Store,2022-08-10,Complaint
12881,33,Male,City_A,Product_5,603.63,2023-05-06,5,Bronze,5,1004.13,Credit Card,In-Store,2023-06-05,Inquiry
12882,19,Female,City_B,Product_4,141.32,2022-10-26,5,Gold,18,935.79,Cash,Online Ad,2023-03-04,Inquiry
12883,48,Male,City_B,Product_4,271.7,2022-10-03,3,Bronze,6,1102.86,Cash,In-Store,2023-06-13,Complaint
12884,45,Male,City_E,Product_3,208.42,2023-06-30,3,Gold,16,6640.66,Online Transfer,Referral,2023-02-20,Feedback
12885,24,Male,City_B,Product_1,247.36,2022-08-19,5,Silver,13,1210.84,Cash,Referral,2023-02-14,Complaint
12886,47,Female,City_E,Product_1,254.07,2022-12-12,2,Silver,10,3488.78,Credit Card,Referral,2023-04-04,Inquiry
12887,60,Male,City_A,Product_5,646.11,2022-12-07,2,Gold,3,1303.08,Credit Card,Online Ad,2023-01-17,Inquiry
12888,24,Female,City_B,Product_3,513.71,2023-03-01,1,Silver,13,2457.76,Online Transfer,Referral,2022-10-05,Complaint
12889,53,Male,City_E,Product_2,869.18,2022-09-08,3,Gold,4,989.04,Online Transfer,In-Store,2023-06-14,Feedback
12890,46,Male,City_E,Product_4,748.84,2022-09-14,1,Gold,3,166.51,Credit Card,Referral,2023-02-22,Inquiry
12891,41,Female,City_C,Product_5,523.91,2023-01-13,4,Silver,11,1625.33,Online Transfer,Referral,2022-11-08,Inquiry
12892,69,Male,City_E,Product_1,342.05,2023-01-26,5,Silver,5,696.06,Online Transfer,In-Store,2023-02-16,Complaint
12893,56,Female,City_E,Product_2,840.36,2023-05-16,5,Bronze,10,4263.13,Cash,Online Ad,2023-02-28,Complaint
12894,21,Male,City_C,Product_3,125.56,2023-07-12,2,Gold,13,5869.1,Online Transfer,Online Ad,2022-12-17,Complaint
12895,46,Male,City_D,Product_4,696.95,2023-01-30,1,Silver,19,5551.56,Online Transfer,Online Ad,2023-03-17,Complaint
12896,61,Male,City_B,Product_4,157.35,2022-09-11,1,Silver,11,3431.54,Credit Card,In-Store,2022-10-13,Feedback
12897,22,Male,City_C,Product_1,556.16,2023-01-03,4,Silver,19,1520.45,Online Transfer,In-Store,2023-07-25,Feedback
12898,46,Male,City_E,Product_1,906.53,2023-05-01,1,Bronze,11,3298.54,Cash,Referral,2023-01-24,Complaint
12899,47,Male,City_E,Product_5,276.16,2023-03-23,4,Silver,8,1322.73,Online Transfer,Online Ad,2023-05-11,Feedback
12900,46,Male,City_B,Product_4,124.6,2023-06-14,1,Silver,12,2661.86,Online Transfer,Referral,2022-11-26,Feedback
12901,43,Male,City_A,Product_4,372.52,2023-06-16,3,Gold,10,2608.25,Credit Card,Referral,2022-10-24,Complaint
12902,36,Female,City_C,Product_4,504.34,2023-06-30,5,Silver,2,625.54,Credit Card,Referral,2023-01-27,Complaint
12903,43,Female,City_D,Product_4,738.57,2023-02-04,4,Bronze,17,4779.17,Cash,In-Store,2023-08-01,Complaint
12904,54,Female,City_B,Product_2,78.25,2022-10-04,5,Gold,2,211.63,Credit Card,Online Ad,2023-05-17,Complaint
12905,44,Male,City_B,Product_3,174.34,2023-02-18,5,Silver,19,5124.29,Cash,Online Ad,2023-03-19,Inquiry
12906,47,Female,City_C,Product_2,440.2,2023-07-25,1,Gold,9,1573.05,Online Transfer,Online Ad,2023-05-16,Complaint
12907,68,Female,City_E,Product_3,140.27,2023-04-08,1,Bronze,12,5327.28,Online Transfer,Online Ad,2023-02-01,Feedback
12908,47,Male,City_E,Product_2,958.1,2023-03-17,4,Bronze,7,859.75,Credit Card,Online Ad,2022-12-20,Feedback
12909,20,Female,City_D,Product_5,535.44,2023-05-17,2,Bronze,17,5848.06,Credit Card,In-Store,2023-07-08,Feedback
12910,60,Male,City_C,Product_3,408.09,2022-11-04,2,Silver,4,1643.28,Online Transfer,Referral,2023-04-08,Feedback
12911,24,Female,City_B,Product_4,980.74,2023-06-15,5,Silver,7,607.17,Credit Card,Referral,2023-04-21,Feedback
12912,66,Female,City_C,Product_3,663.79,2023-07-06,2,Bronze,13,3907.25,Credit Card,Referral,2023-04-17,Inquiry
12913,26,Female,City_A,Product_4,540.03,2023-04-22,3,Bronze,3,468.8,Online Transfer,Online Ad,2022-09-06,Feedback
12914,58,Female,City_B,Product_5,279.08,2022-10-07,1,Silver,17,2265.1,Cash,Referral,2023-05-27,Complaint
12915,59,Female,City_D,Product_3,290.42,2023-08-03,5,Silver,6,943.64,Online Transfer,In-Store,2022-09-25,Feedback
12916,30,Male,City_D,Product_1,394.15,2023-03-03,1,Bronze,3,603.93,Online Transfer,Referral,2023-02-16,Complaint
12917,32,Female,City_B,Product_4,763.19,2023-05-04,2,Bronze,16,6829.72,Cash,Referral,2022-08-28,Feedback
12918,22,Male,City_E,Product_3,825.2,2022-10-30,3,Gold,19,3606.92,Online Transfer,Online Ad,2022-10-05,Inquiry
12919,46,Female,City_B,Product_2,232.47,2023-04-27,3,Gold,2,987.72,Credit Card,In-Store,2023-03-12,Feedback
12920,52,Male,City_B,Product_3,826.54,2022-09-16,4,Silver,7,377.19,Credit Card,Referral,2023-02-06,Inquiry
12921,44,Female,City_A,Product_4,364.39,2023-07-23,5,Bronze,14,5876.69,Credit Card,In-Store,2023-05-08,Complaint
12922,44,Female,City_B,Product_1,240.28,2023-04-07,3,Silver,4,473.94,Credit Card,Referral,2023-04-17,Complaint
12923,25,Female,City_C,Product_1,235.04,2023-03-24,5,Gold,4,1587.15,Credit Card,Online Ad,2023-06-27,Feedback
12924,49,Female,City_C,Product_2,490.26,2023-06-26,5,Silver,8,2680.74,Cash,In-Store,2023-02-25,Complaint
12925,37,Female,City_D,Product_5,778.77,2022-10-21,5,Silver,13,4112.69,Credit Card,Online Ad,2022-09-15,Complaint
12926,27,Male,City_E,Product_1,592.18,2022-10-23,1,Silver,14,2029.14,Online Transfer,Online Ad,2022-11-06,Complaint
12927,30,Female,City_D,Product_5,491.41,2023-07-17,5,Silver,19,6984.87,Online Transfer,Referral,2023-05-29,Inquiry
12928,46,Female,City_A,Product_4,67.12,2022-10-24,2,Bronze,9,2462.96,Credit Card,Online Ad,2022-11-13,Feedback
12929,52,Male,City_B,Product_3,585.38,2022-12-04,3,Bronze,7,3255.4,Credit Card,Online Ad,2023-01-22,Inquiry
12930,25,Female,City_D,Product_5,690.97,2023-07-16,1,Silver,15,2208.12,Cash,Online Ad,2023-04-15,Inquiry
12931,46,Female,City_B,Product_4,143.17,2023-07-15,3,Gold,8,3518.2,Credit Card,In-Store,2023-07-16,Feedback
12932,48,Female,City_D,Product_4,958.37,2023-02-28,2,Bronze,5,1921.3,Cash,Referral,2023-03-18,Complaint
12933,58,Female,City_B,Product_4,136.96,2023-06-22,1,Silver,17,1574.81,Credit Card,In-Store,2023-07-29,Complaint
12934,47,Female,City_D,Product_2,706.14,2023-03-03,4,Bronze,14,4044.61,Online Transfer,Online Ad,2023-05-29,Inquiry
12935,39,Male,City_C,Product_2,548.33,2023-08-04,2,Silver,13,4733.69,Credit Card,Referral,2022-10-03,Complaint
12936,38,Female,City_A,Product_5,889.98,2023-02-07,4,Bronze,16,1380.97,Cash,In-Store,2022-12-29,Complaint
12937,29,Male,City_D,Product_4,443.39,2023-03-17,3,Bronze,5,1075.25,Credit Card,In-Store,2023-01-20,Complaint
12938,28,Female,City_C,Product_5,533.12,2023-01-17,2,Silver,8,3132.07,Online Transfer,In-Store,2023-05-06,Feedback
12939,19,Female,City_E,Product_1,575.28,2022-11-25,4,Bronze,18,4481.66,Credit Card,In-Store,2022-08-20,Inquiry
12940,67,Male,City_D,Product_5,881.1,2023-05-01,4,Bronze,16,2311.99,Online Transfer,Referral,2022-09-26,Inquiry
12941,58,Female,City_B,Product_3,809.67,2023-02-28,1,Silver,8,961.23,Credit Card,Referral,2022-10-05,Complaint
12942,19,Female,City_A,Product_4,316.1,2023-01-20,1,Silver,7,2957.9,Cash,In-Store,2023-06-23,Complaint
12943,51,Male,City_C,Product_5,957.49,2023-02-07,3,Silver,10,800.74,Cash,In-Store,2022-12-25,Feedback
12944,20,Female,City_C,Product_2,765.42,2023-06-03,2,Silver,10,1046.9,Cash,Online Ad,2023-05-20,Feedback
12945,33,Female,City_A,Product_3,61.44,2022-08-14,4,Gold,14,5970.87,Credit Card,Online Ad,2023-06-19,Inquiry
12946,68,Male,City_D,Product_5,224.56,2022-08-28,2,Bronze,9,3168.85,Online Transfer,Referral,2022-12-03,Complaint
12947,21,Male,City_B,Product_5,863.02,2023-06-20,5,Silver,2,311.98,Online Transfer,Referral,2023-03-10,Complaint
12948,40,Female,City_E,Product_5,663.57,2023-02-20,3,Silver,19,2369.93,Online Transfer,Referral,2023-05-20,Feedback
12949,67,Female,City_D,Product_2,295.22,2023-01-12,3,Gold,3,301.31,Credit Card,In-Store,2022-10-05,Complaint
12950,37,Female,City_A,Product_5,212.85,2022-11-24,1,Bronze,9,645.93,Cash,In-Store,2023-05-29,Inquiry
12951,42,Male,City_D,Product_1,189.41,2023-06-18,4,Gold,10,1450.1,Credit Card,In-Store,2023-06-02,Complaint
12952,47,Male,City_D,Product_1,352.2,2022-11-24,2,Silver,11,4349.64,Cash,Referral,2023-07-26,Inquiry
12953,35,Female,City_A,Product_1,903.6,2023-05-24,4,Bronze,11,3592.87,Credit Card,Referral,2023-03-07,Inquiry
12954,59,Female,City_A,Product_5,384.44,2023-07-27,3,Bronze,12,4481.77,Cash,In-Store,2023-06-25,Inquiry
12955,28,Female,City_E,Product_3,677.67,2022-10-12,4,Bronze,14,6834.82,Online Transfer,Referral,2023-01-12,Inquiry
12956,46,Male,City_A,Product_2,155.99,2023-01-25,3,Bronze,14,3386.96,Credit Card,In-Store,2022-12-14,Feedback
12957,34,Male,City_A,Product_1,554.83,2022-12-07,5,Silver,11,5131.35,Credit Card,Referral,2022-11-04,Inquiry
12958,43,Male,City_A,Product_1,375.73,2022-10-12,4,Gold,2,169.24,Online Transfer,Referral,2023-05-10,Inquiry
12959,40,Female,City_C,Product_3,202.49,2023-07-20,3,Bronze,13,5261.3,Online Transfer,Referral,2023-06-08,Complaint
12960,69,Female,City_A,Product_1,807.89,2023-03-13,4,Gold,1,329.77,Credit Card,Referral,2023-02-06,Inquiry
12961,65,Female,City_A,Product_2,824.76,2023-05-18,4,Gold,3,1012.88,Credit Card,Online Ad,2022-08-23,Complaint
12962,37,Male,City_A,Product_3,340.96,2023-05-23,2,Gold,5,254.14,Credit Card,Online Ad,2023-04-07,Inquiry
12963,62,Female,City_E,Product_4,671.08,2022-08-24,4,Bronze,16,2264.27,Credit Card,Online Ad,2022-10-10,Inquiry
12964,19,Male,City_D,Product_2,424.37,2022-12-14,4,Silver,5,2396.05,Online Transfer,Online Ad,2023-05-10,Feedback
12965,41,Female,City_A,Product_2,92.25,2023-06-29,4,Bronze,8,2744.21,Credit Card,In-Store,2023-01-13,Feedback
12966,48,Male,City_A,Product_5,456.39,2022-09-22,3,Gold,5,2308.74,Cash,Online Ad,2023-01-25,Inquiry
12967,44,Female,City_E,Product_4,597.07,2023-06-22,3,Gold,9,1023.91,Credit Card,Referral,2022-10-03,Feedback
12968,19,Female,City_D,Product_4,334.08,2023-04-12,4,Gold,6,1767.76,Cash,In-Store,2023-04-23,Feedback
12969,31,Male,City_E,Product_3,951.45,2023-04-20,5,Gold,16,2627.5,Cash,In-Store,2022-12-08,Inquiry
12970,21,Female,City_B,Product_1,580.14,2022-08-25,4,Silver,4,1943.07,Credit Card,Online Ad,2023-08-06,Complaint
12971,66,Male,City_B,Product_4,402.9,2022-09-08,4,Bronze,13,5132.27,Credit Card,Referral,2023-01-18,Inquiry
12972,30,Female,City_B,Product_3,748.27,2023-05-28,3,Gold,9,4361.77,Credit Card,In-Store,2023-04-17,Complaint
12973,53,Female,City_A,Product_4,373.87,2023-05-18,1,Silver,3,194.45,Online Transfer,Referral,2023-06-05,Inquiry
12974,52,Female,City_E,Product_2,73.47,2022-11-25,1,Silver,19,2874.4,Online Transfer,In-Store,2023-02-08,Inquiry
12975,61,Male,City_A,Product_4,57.85,2022-11-17,4,Bronze,12,5542.75,Cash,Referral,2023-07-23,Feedback
12976,25,Female,City_B,Product_1,336.87,2022-10-01,5,Gold,15,1822.07,Credit Card,In-Store,2023-04-20,Feedback
12977,19,Male,City_D,Product_3,198.18,2022-09-09,2,Silver,10,3526.55,Cash,In-Store,2023-06-07,Complaint
12978,23,Female,City_D,Product_1,384.84,2022-11-14,3,Bronze,16,7457.06,Cash,Online Ad,2023-04-12,Inquiry
12979,48,Female,City_E,Product_5,781.18,2023-02-15,2,Bronze,13,719.94,Online Transfer,Online Ad,2022-10-12,Complaint
12980,27,Male,City_D,Product_1,343.6,2022-12-22,2,Silver,18,5234.76,Cash,Online Ad,2023-05-20,Feedback
12981,61,Female,City_B,Product_1,581.66,2023-06-02,5,Silver,11,3558.43,Cash,In-Store,2022-11-25,Complaint
12982,38,Female,City_E,Product_3,923.66,2023-02-16,5,Gold,6,2391.68,Cash,In-Store,2023-07-16,Inquiry
12983,59,Male,City_E,Product_2,713.38,2023-03-13,1,Bronze,11,4387.53,Cash,In-Store,2023-03-07,Complaint
12984,27,Male,City_B,Product_4,583.67,2023-02-05,3,Bronze,18,5356.15,Credit Card,Online Ad,2022-11-09,Inquiry
12985,40,Female,City_B,Product_4,873.7,2022-09-23,1,Gold,11,4935.34,Credit Card,Referral,2023-02-06,Complaint
12986,20,Male,City_B,Product_3,364.11,2022-12-31,5,Gold,2,337.48,Cash,In-Store,2023-08-05,Complaint
12987,49,Male,City_B,Product_3,237.95,2023-07-19,5,Bronze,19,4479.33,Online Transfer,Online Ad,2023-05-06,Complaint
12988,37,Female,City_E,Product_2,759.81,2022-08-09,3,Bronze,3,1045.75,Cash,Online Ad,2023-05-23,Feedback
12989,27,Male,City_D,Product_2,105.85,2022-08-24,3,Gold,18,7424.69,Cash,In-Store,2023-07-16,Feedback
12990,46,Male,City_B,Product_5,452.97,2023-01-22,4,Silver,15,3025.03,Cash,Referral,2023-01-06,Feedback
12991,58,Female,City_C,Product_4,322.72,2023-04-08,4,Bronze,15,3081.68,Cash,Online Ad,2023-06-21,Complaint
12992,69,Male,City_E,Product_4,972.76,2023-04-24,2,Silver,2,518.57,Online Transfer,Online Ad,2022-08-30,Feedback
12993,68,Male,City_A,Product_5,408.24,2022-09-30,3,Bronze,8,1436.78,Cash,Referral,2022-10-13,Inquiry
12994,63,Female,City_D,Product_3,680.26,2022-10-02,3,Bronze,15,3020.84,Credit Card,In-Store,2023-07-15,Inquiry
12995,51,Female,City_E,Product_4,305.06,2023-07-01,1,Silver,10,3329.89,Cash,Online Ad,2023-06-15,Inquiry
12996,54,Male,City_B,Product_1,984.01,2023-05-22,1,Gold,10,1487.6,Credit Card,Referral,2022-10-17,Complaint
12997,37,Female,City_C,Product_3,221.37,2022-10-22,4,Gold,6,1690.62,Cash,Online Ad,2023-04-08,Feedback
12998,25,Male,City_A,Product_3,911.37,2022-09-21,2,Bronze,15,7256.96,Online Transfer,In-Store,2022-09-13,Feedback
12999,24,Male,City_D,Product_2,473.1,2022-11-27,5,Silver,4,1846.48,Credit Card,Online Ad,2023-04-06,Complaint
13000,23,Male,City_B,Product_5,455.91,2023-06-20,4,Silver,11,2471.14,Online Transfer,Referral,2023-04-22,Feedback
13001,28,Male,City_E,Product_3,716.23,2023-08-01,1,Silver,9,1514.6,Credit Card,Online Ad,2023-01-29,Feedback
13002,61,Female,City_E,Product_2,138.65,2023-05-27,5,Bronze,5,2479.91,Online Transfer,In-Store,2022-09-26,Inquiry
13003,35,Female,City_D,Product_1,569.36,2023-03-03,2,Bronze,1,147.69,Online Transfer,Online Ad,2023-04-15,Inquiry
13004,68,Male,City_C,Product_1,258.97,2022-11-01,1,Silver,13,5441.81,Cash,Referral,2022-12-01,Inquiry
13005,59,Female,City_B,Product_4,199.27,2023-06-25,4,Silver,19,9120.75,Online Transfer,Online Ad,2022-10-03,Feedback
13006,46,Male,City_D,Product_5,883.6,2022-11-26,4,Silver,6,2997.11,Online Transfer,In-Store,2022-12-02,Inquiry
13007,42,Male,City_D,Product_5,997.42,2023-06-21,2,Silver,6,1470.3,Online Transfer,Online Ad,2023-06-26,Feedback
13008,38,Female,City_E,Product_2,972.64,2022-12-19,4,Bronze,11,2648.07,Cash,Referral,2022-10-03,Feedback
13009,63,Female,City_D,Product_4,830.1,2023-03-01,2,Gold,1,352.3,Cash,Referral,2023-07-08,Complaint
13010,20,Male,City_A,Product_5,923.97,2023-05-14,3,Gold,2,457.52,Online Transfer,Referral,2023-08-07,Feedback
13011,35,Female,City_A,Product_4,928.0,2023-03-10,1,Gold,4,623.7,Credit Card,Online Ad,2023-07-10,Feedback
13012,41,Male,City_B,Product_2,217.54,2023-05-18,3,Gold,3,560.83,Cash,In-Store,2022-09-12,Inquiry
13013,64,Female,City_D,Product_4,131.41,2023-07-05,3,Gold,5,440.8,Credit Card,Online Ad,2023-07-28,Feedback
13014,55,Female,City_E,Product_3,170.45,2023-03-18,4,Gold,5,774.72,Credit Card,Online Ad,2023-05-06,Complaint
13015,27,Male,City_B,Product_3,204.47,2022-10-17,5,Silver,6,799.46,Online Transfer,Referral,2022-08-11,Complaint
13016,44,Female,City_C,Product_3,831.32,2023-02-03,4,Silver,6,1548.04,Online Transfer,Referral,2022-10-15,Feedback
13017,29,Female,City_E,Product_3,944.21,2023-02-09,1,Gold,11,5394.92,Cash,Referral,2022-09-11,Complaint
13018,24,Male,City_C,Product_1,384.25,2023-06-24,4,Gold,10,3553.87,Online Transfer,In-Store,2023-02-15,Feedback
13019,34,Male,City_B,Product_1,82.65,2023-07-03,1,Bronze,15,2029.66,Credit Card,In-Store,2022-12-31,Inquiry
13020,18,Male,City_A,Product_5,342.11,2023-05-09,5,Bronze,18,8255.84,Online Transfer,Online Ad,2023-06-19,Inquiry
13021,67,Male,City_E,Product_1,720.83,2022-08-10,5,Bronze,4,482.74,Cash,In-Store,2023-01-28,Inquiry
13022,43,Male,City_E,Product_4,945.76,2022-12-16,5,Gold,6,1719.91,Online Transfer,Referral,2023-05-26,Inquiry
13023,32,Male,City_B,Product_4,477.21,2023-03-29,1,Bronze,7,2362.06,Online Transfer,In-Store,2023-05-06,Complaint
13024,68,Female,City_E,Product_1,369.26,2022-12-09,5,Bronze,4,851.34,Credit Card,Online Ad,2023-02-15,Complaint
13025,50,Male,City_E,Product_4,670.56,2023-03-30,3,Gold,9,3678.91,Online Transfer,Online Ad,2023-01-28,Complaint
13026,54,Male,City_B,Product_5,250.57,2022-12-25,4,Gold,1,110.51,Cash,In-Store,2022-08-27,Inquiry
13027,64,Male,City_D,Product_2,777.52,2022-09-10,4,Gold,2,573.7,Online Transfer,In-Store,2023-03-18,Feedback
13028,48,Female,City_B,Product_1,443.33,2023-05-29,1,Silver,6,1213.41,Cash,Referral,2022-08-15,Feedback
13029,52,Male,City_E,Product_3,978.41,2023-06-06,2,Gold,10,548.64,Online Transfer,Referral,2022-11-29,Inquiry
13030,18,Male,City_B,Product_4,937.41,2022-10-21,2,Bronze,11,2873.74,Cash,In-Store,2023-07-07,Complaint
13031,25,Female,City_E,Product_4,682.1,2022-12-02,4,Gold,17,3908.98,Cash,Referral,2022-11-18,Feedback
13032,29,Female,City_C,Product_2,665.58,2023-07-19,2,Silver,17,2227.26,Cash,In-Store,2023-02-01,Feedback
13033,36,Male,City_C,Product_5,166.99,2023-02-03,2,Silver,18,3978.08,Cash,Referral,2023-02-08,Feedback
13034,42,Female,City_A,Product_4,316.9,2023-03-15,2,Bronze,9,1129.66,Credit Card,Online Ad,2022-10-05,Inquiry
13035,49,Female,City_B,Product_3,868.83,2023-01-15,1,Silver,19,4720.79,Cash,Online Ad,2023-03-03,Feedback
13036,29,Male,City_B,Product_2,394.83,2023-01-11,3,Bronze,16,3845.42,Cash,Online Ad,2023-08-07,Inquiry
13037,30,Male,City_C,Product_4,452.92,2022-09-25,5,Silver,14,4567.63,Online Transfer,Referral,2022-12-21,Feedback
13038,45,Male,City_C,Product_3,847.83,2022-08-25,1,Silver,7,1219.22,Online Transfer,In-Store,2022-10-16,Feedback
13039,18,Female,City_C,Product_4,455.58,2023-06-03,3,Gold,4,556.93,Cash,Online Ad,2022-09-24,Feedback
13040,68,Male,City_A,Product_3,857.51,2022-12-26,5,Silver,14,5201.72,Online Transfer,Referral,2023-05-27,Complaint
13041,23,Female,City_A,Product_2,115.96,2023-02-02,5,Silver,2,807.31,Online Transfer,Referral,2023-04-14,Feedback
13042,25,Male,City_D,Product_5,706.52,2022-11-19,1,Gold,12,877.13,Cash,In-Store,2023-08-08,Inquiry
13043,21,Female,City_B,Product_1,109.86,2022-09-23,4,Gold,9,2566.1,Online Transfer,In-Store,2023-03-15,Complaint
13044,22,Male,City_A,Product_1,800.51,2023-03-01,1,Silver,4,1064.04,Online Transfer,Online Ad,2023-02-13,Inquiry
13045,42,Female,City_E,Product_5,574.61,2023-01-29,5,Gold,8,1977.0,Credit Card,In-Store,2023-04-19,Complaint
13046,39,Male,City_B,Product_4,578.08,2023-06-27,2,Silver,1,60.25,Online Transfer,Referral,2023-05-31,Feedback
13047,45,Male,City_D,Product_2,407.85,2022-08-24,2,Silver,12,3530.17,Credit Card,Online Ad,2023-04-11,Inquiry
13048,56,Male,City_C,Product_3,908.17,2023-01-09,4,Silver,10,3373.22,Cash,Referral,2023-06-27,Inquiry
13049,40,Female,City_D,Product_2,533.64,2022-11-22,1,Gold,18,7548.62,Cash,In-Store,2023-01-23,Feedback
13050,21,Female,City_B,Product_5,297.42,2022-12-21,5,Gold,5,1997.19,Cash,Online Ad,2022-09-09,Complaint
13051,69,Male,City_C,Product_4,832.92,2023-03-27,2,Silver,4,588.35,Online Transfer,Online Ad,2022-09-21,Complaint
13052,21,Female,City_D,Product_4,950.73,2022-08-24,3,Gold,16,7512.82,Online Transfer,Referral,2022-12-12,Inquiry
13053,64,Male,City_D,Product_5,280.18,2023-07-18,2,Bronze,10,862.91,Online Transfer,Online Ad,2022-12-13,Inquiry
13054,38,Female,City_B,Product_2,625.0,2022-09-25,4,Gold,14,4169.09,Cash,Online Ad,2022-11-08,Inquiry
13055,54,Male,City_A,Product_1,609.14,2022-09-13,1,Gold,3,450.54,Online Transfer,Online Ad,2023-07-01,Complaint
13056,58,Female,City_E,Product_2,629.14,2023-07-10,1,Gold,15,5353.39,Cash,Online Ad,2023-03-16,Complaint
13057,19,Female,City_D,Product_4,586.02,2023-04-05,2,Bronze,11,4576.09,Credit Card,Referral,2023-02-20,Feedback
13058,24,Female,City_E,Product_4,145.17,2022-08-15,3,Silver,14,5825.92,Cash,Referral,2023-01-28,Inquiry
13059,66,Female,City_B,Product_5,441.86,2022-10-25,1,Silver,14,2382.81,Credit Card,Referral,2023-03-13,Feedback
13060,33,Female,City_B,Product_2,986.43,2023-08-04,1,Bronze,17,3975.3,Credit Card,Referral,2022-12-26,Inquiry
13061,34,Male,City_A,Product_1,133.79,2023-05-21,5,Gold,4,850.91,Online Transfer,In-Store,2023-03-14,Complaint
13062,37,Female,City_C,Product_2,686.15,2023-06-16,4,Gold,10,910.23,Cash,Referral,2023-04-05,Inquiry
13063,40,Female,City_E,Product_4,899.58,2023-03-13,5,Gold,11,4506.88,Cash,Referral,2022-12-24,Feedback
13064,51,Female,City_D,Product_2,240.62,2023-01-28,4,Bronze,5,1029.93,Online Transfer,Referral,2023-08-02,Feedback
13065,28,Female,City_C,Product_4,812.3,2023-05-19,1,Gold,5,1194.38,Cash,In-Store,2023-06-09,Complaint
13066,51,Male,City_E,Product_4,279.69,2022-10-21,3,Bronze,6,2135.34,Cash,Online Ad,2022-09-28,Inquiry
13067,50,Female,City_E,Product_3,78.86,2023-01-16,3,Gold,15,4983.16,Credit Card,Online Ad,2023-03-10,Feedback
13068,43,Female,City_C,Product_1,545.08,2023-07-02,1,Silver,14,5971.05,Online Transfer,In-Store,2023-02-09,Feedback
13069,19,Male,City_C,Product_5,725.33,2023-04-16,4,Gold,17,4219.44,Online Transfer,Online Ad,2023-04-30,Feedback
13070,40,Male,City_A,Product_1,237.09,2023-01-22,5,Bronze,7,3149.88,Credit Card,Referral,2022-08-27,Complaint
13071,58,Female,City_D,Product_2,116.91,2022-12-15,5,Silver,1,494.78,Credit Card,Online Ad,2022-09-28,Inquiry
13072,39,Male,City_D,Product_3,575.79,2022-08-31,5,Silver,1,208.71,Online Transfer,Referral,2022-08-15,Complaint
13073,51,Female,City_D,Product_4,190.34,2023-06-22,4,Silver,17,2102.87,Online Transfer,Online Ad,2023-06-16,Inquiry
13074,32,Female,City_C,Product_1,225.1,2023-02-11,1,Bronze,16,2007.66,Online Transfer,Online Ad,2023-06-28,Complaint
13075,27,Male,City_A,Product_4,718.28,2022-12-13,3,Gold,16,3585.43,Credit Card,In-Store,2022-08-30,Feedback
13076,32,Female,City_B,Product_4,631.5,2022-12-12,5,Gold,4,944.12,Cash,In-Store,2022-12-20,Inquiry
13077,59,Male,City_A,Product_3,949.62,2022-09-14,4,Bronze,11,5312.95,Online Transfer,Online Ad,2022-11-26,Inquiry
13078,46,Male,City_C,Product_1,357.25,2022-11-08,4,Gold,5,2176.82,Online Transfer,In-Store,2023-01-01,Feedback
13079,40,Female,City_A,Product_3,253.67,2022-12-13,5,Bronze,5,2442.64,Online Transfer,In-Store,2023-01-05,Complaint
13080,34,Female,City_C,Product_4,672.95,2023-06-14,1,Gold,2,618.65,Credit Card,Referral,2022-08-09,Complaint
13081,26,Male,City_E,Product_1,973.4,2023-06-26,3,Silver,15,997.69,Cash,In-Store,2023-01-01,Complaint
13082,67,Female,City_E,Product_4,575.81,2023-05-08,3,Silver,13,2622.03,Cash,Referral,2023-02-15,Complaint
13083,53,Male,City_B,Product_4,329.13,2023-06-14,4,Bronze,2,874.43,Credit Card,Referral,2023-07-10,Inquiry
13084,26,Male,City_E,Product_1,914.95,2023-01-17,1,Bronze,11,3209.96,Credit Card,Referral,2023-02-13,Complaint
